Symbol,Weight,Ann_Return,Ann_Vol,Sharpe,Max_DD,Industry,Weight_pct
ASIANPAINT,0.14999999999999988,0.40020783038424795,0.29578261107776144,1.353047188239637,-0.2087183820034742,CONSUMER GOODS,15.0
BAJFINANCE,0.14999999999999988,0.4762428686102041,0.49563717368178606,0.9608699544798053,-0.6252394758679911,FINANCIAL SERVICES,15.0
DRREDDY,0.14999999999999988,0.3947067960881847,0.2970173300235789,1.328901569224801,-0.210747157552782,PHARMA,15.0
RELIANCE,0.14999999999999988,0.3630529961215132,0.3823559388669857,0.9495157760655597,-0.450883567812637,ENERGY,15.0
INFY,0.14999999999999988,0.38305978081059305,0.34480137728981425,1.1109578033312955,-0.3733857049335983,IT,15.0
TITAN,0.14999999999999988,0.3299313730898886,0.35559837258945926,0.9278202557412,-0.4173002073405538,CONSUMER GOODS,15.0
BHARTIARTL,0.1000000000000006,0.316782198198405,0.39984426636416165,0.792263950661897,-0.33583834335331725,TELECOM,10.0
