Symbol,Weight,Ann_Return,Ann_Vol,Sharpe,Max_DD,Industry,Weight_pct
ASIANPAINT,0.11999999999999951,0.40020783038424795,0.29578261107776144,1.353047188239637,-0.2087183820034742,CONSUMER GOODS,12.0
BAJFINANCE,0.11999999999999951,0.4762428686102041,0.49563717368178606,0.9608699544798053,-0.6252394758679911,FINANCIAL SERVICES,12.0
DRREDDY,0.11999999999999951,0.3947067960881847,0.2970173300235789,1.328901569224801,-0.210747157552782,PHARMA,12.0
NESTLEIND,0.11999999999999951,0.3007132135466428,0.2851081494315907,1.0547338406169378,-0.22879884182650498,CONSUMER GOODS,12.0
INFY,0.11999999999999951,0.38305978081059305,0.34480137728981425,1.1109578033312955,-0.3733857049335983,IT,12.0
RELIANCE,0.11999999999999951,0.3630529961215132,0.3823559388669857,0.9495157760655597,-0.450883567812637,ENERGY,12.0
TITAN,0.11999999999999951,0.3299313730898886,0.35559837258945926,0.9278202557412,-0.4173002073405538,CONSUMER GOODS,12.0
BHARTIARTL,0.1006983883156659,0.316782198198405,0.39984426636416165,0.792263950661897,-0.33583834335331725,TELECOM,10.07
CIPLA,0.059301611684337376,0.28017070328046934,0.324597295887585,0.8631332014891002,-0.3525142560911781,PHARMA,5.93
